weight,table_percent,price,depth_percent,quality_EN_Fair,quality_EN_Good,quality_EN_Ideal,quality_EN_Premium,quality_EN_Very Good,color_EN_D,color_EN_E,color_EN_F,color_EN_G,color_EN_H,color_EN_I,color_EN_J,clarity_EN_I1,clarity_EN_IF,clarity_EN_SI1,clarity_EN_SI2,clarity_EN_VS1,clarity_EN_VS2,clarity_EN_VVS1,clarity_EN_VVS2
0.9,0.56,8.586,0.593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,0.57,8.235,0.58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,0.56,7.621,0.617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.58,9.407,0.627,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.12,0.6,8.411,0.609,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.2,0.55,8.669,0.617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,0.59,7.783,0.603,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.57,6.855,0.612,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,0.6,7.465,0.597,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,0.61,8.287,0.624,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.58,0.59,7.122,0.584,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,0.56,6.889,0.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.55,6.928,0.619,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.5,0.6,9.218,0.635,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,0.58,7.393,0.659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.38,0.56,6.497,0.622,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.54,0.59,9.736,0.627,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.71,0.58,9.088,0.629,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,0.56,8.23,0.638,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.74,0.59,8.051,0.615,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,0.6,8.021,0.602,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.73,0.55,7.975,0.615,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.52,0.6,9.206,0.601,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,0.57,8.307,0.628,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,0.6,6.652,0.612,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,0.55,6.627,0.625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,0.62,8.355,0.638,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.47,0.54,7.503,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.73,0.61,7.754,0.598,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.63,0.57,7.621,0.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,0.54,6.534,0.617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.21,0.57,8.511,0.596,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.39,0.56,6.842,0.614,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.07,0.57,8.933,0.616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.58,7.09,0.617,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,0.55,5.935,0.632,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.23,0.55,8.817,0.617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,0.58,6.892,0.607,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.56,0.58,7.555,0.615,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,0.59,6.974,0.607,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.38,0.56,6.641,0.617,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,0.57,8.027,0.622,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.75,0.59,9.412,0.609,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,0.63,7.91,0.596,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.51,0.57,7.942,0.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,0.57,6.671,0.619,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.58,6.438,0.628,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.82,0.58,8.096,0.631,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,0.61,8.775,0.613,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.47,0.57,9.316,0.628,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,0.6,8.179,0.602,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.59,6.522,0.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,0.58,7.742,0.619,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.34,0.58,6.417,0.593,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,0.55,6.969,0.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,0.6,8.759,0.623,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.52,0.57,9.088,0.641,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,0.58,6.501,0.611,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.76,0.54,8.003,0.621,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.75,0.56,8.121,0.623,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,0.55,7.281,0.616,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,0.58,8.734,0.601,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.5,0.58,7.182,0.623,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.57,8.383,0.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.43,0.54,7.184,0.625,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.36,0.57,9.789,0.616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.38,0.56,6.947,0.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,0.58,6.138,0.626,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,0.65,8.361,0.574,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.14,0.59,8.453,0.611,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.51,0.59,7.77,0.597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.71,0.6,7.787,0.59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,0.56,8.754,0.637,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,0.56,7.621,0.61,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.5820000000000001,7.566,0.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,0.56,7.89,0.626,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,0.59,8.375,0.606,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.75,0.58,7.687,0.591,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.52,0.57,9.154,0.614,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.15,0.57,9.283,0.627,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.0,0.55,9.384,0.619,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,0.56,8.449,0.633,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,0.61,8.03,0.627,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.52,0.66,9.068,0.622,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.7,0.57,9.557,0.628,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.74,0.62,8.006,0.609,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.91,0.57,8.139,0.622,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.96,0.58,8.403,0.582,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.51,0.59,9.212,0.607,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.35,0.56,8.659,0.621,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.65,0.58,7.701,0.616,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.31,0.54,6.596,0.639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,0.6,6.847,0.627,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.7,0.59,8.911,0.622,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,0.56,7.53,0.623,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.64,0.54,7.396,0.628,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.24,0.56,8.683,0.62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,0.59,6.72,0.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.31,0.59,8.215,0.597,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.44,0.55,9.28,0.63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.78,0.6,8.159,0.628,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,0.59,6.558,0.612,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.04,0.59,9.16,0.616,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.1,0.57,9.318,0.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.24,0.57,8.448,0.616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.71,0.556,7.733,0.643,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.36,0.56,6.671,0.611,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.67,0.57,7.555,0.614,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,0.56,6.365,0.619,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.6,0.599,7.356,0.635,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,0.58,8.64,0.614,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,0.56,6.833,0.612,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.72,0.58,9.519,0.648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.09,0.55,8.599,0.609,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.17,0.58,8.29,0.622,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.9,0.58,8.26,0.629,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.92,0.56,8.061,0.623,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.6,0.59,8.975,0.622,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.2,0.59,9.319,0.582,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,0.58,7.469,0.621,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,0.57,6.574,0.619,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,0.57,7.806,0.618,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,0.59,8.716,0.611,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,0.57,8.001,0.631,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.02,0.58,8.767,0.625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.31,0.59,8.808,0.626,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,0.58,8.389,0.624,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.59,0.59,9.147,0.626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.52,0.59,9.174,0.609,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,0.62,8.789,0.625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.57,0.55,7.421,0.607,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,0.55,9.38,0.616,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.62,0.59,7.365,0.611,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.51,0.56,7.358,0.606,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.63,0.56,9.5,0.616,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.59,0.59,7.392,0.628,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.04,0.59,9.518,0.614,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4,0.59,6.957,0.625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.35,0.6,6.42,0.608,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,0.57,8.245,0.63,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1,0.59,8.422,0.609,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.21,0.55,8.598,0.623,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,0.6,7.702,0.618,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2,0.57,5.905,0.622,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,0.55,7.748,0.627,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.23,0.6,6.534,0.589,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52,0.56,7.426,0.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,0.54,6.876,0.623,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,0.61,8.184,0.609,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.42,0.59,7.074,0.595,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.21,0.59,8.29,0.646,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,0.62,8.596,0.606,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,0.53,6.76,0.623,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,0.54,6.515,0.621,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.72,0.57,8.082,0.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.16,0.59,8.535,0.619,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.53,0.55,7.732,0.621,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.24,0.58,8.587,0.618,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.34,0.56,6.613,0.624,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,0.61,7.255,0.579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.38,0.57,6.933,0.621,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,0.66,7.668,0.599,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.52,0.56,7.952,0.612,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,0.56,7.901,0.61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,0.56,8.495,0.614,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.52,0.56,7.169,0.618,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.11,0.57,9.648,0.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.12,0.59,8.574,0.619,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,0.54,6.45,0.622,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.03,0.56,9.694,0.603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.05,0.55,8.698,0.614,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.51,0.55,9.142,0.626,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,0.6,8.332,0.632,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.8,0.57,7.969,0.624,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.82,0.55,8.327,0.622,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.26,0.6,8.815,0.617,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,0.6,6.85,0.606,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.23,0.575,8.516,0.633,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,0.62,6.043,0.595,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,0.555,7.651,0.652,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.42,0.57,6.9,0.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.62,8.707,0.613,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.13,0.564,8.963,0.61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.21,0.59,8.887,0.624,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.22,0.59,8.73,0.627,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,0.57,6.623,0.603,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2.01,0.58,9.719,0.627,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,0.57,6.601,0.619,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.39,0.58,6.778,0.624,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.37,0.59,6.475,0.601,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.2,0.58,8.814,0.627,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2,0.55,8.695,0.629,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,0.55,7.054,0.621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.02,0.57,9.667,0.623,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,0.6,7.564,0.607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.45,0.58,6.953,0.611,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.07,0.56,9.611,0.606,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.23,0.58,8.64,0.616,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.54,0.54,7.521,0.619,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.03,0.59,9.211,0.606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,0.59,8.853,0.621,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,0.6,8.465,0.626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,0.53,6.958,0.616,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.57,0.56,7.53,0.621,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,0.54,6.538,0.615,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,0.57,7.023,0.623,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.5,0.59,9.133,0.621,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,0.57,8.528,0.628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.58,0.56,7.94,0.609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0.54,6.795,0.617,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.34,0.57,6.903,0.618,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.29,0.55,9.509,0.624,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.78,0.57,8.137,0.607,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.43,0.57,6.748,0.609,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,0.59,8.967,0.628,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.61,0.5379999999999999,7.754,0.624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.18,0.59,8.816,0.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,0.55,8.236,0.636,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.01,0.59,9.423,0.605,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,0.6,6.671,0.615,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,0.55,8.31,0.631,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.41,0.59,8.817,0.629,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.52,0.59,9.032,0.612,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.53,0.55,9.269,0.628,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.24,0.58,9.327,0.59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.47,0.53,7.451,0.618,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.57,8.302,0.61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,0.54,7.265,0.622,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,0.55,8.134,0.605,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,0.56,7.646,0.612,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.41,0.59,6.775,0.626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,0.56,7.924,0.623,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,0.55,6.465,0.619,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.51,0.6,7.086,0.589,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.31,0.55,8.854,0.617,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,0.55,6.628,0.637,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,0.58,8.996,0.616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.27,0.57,9.098,0.625,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,0.55,7.782,0.619,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,0.6,6.504,0.613,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.71,0.58,9.262,0.623,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.4,0.56,9.669,0.654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.98,0.6,8.407,0.622,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.91,0.57,8.121,0.603,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.56,0.59,7.472,0.63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.79,0.58,7.965,0.597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
